"claim","review_url","claimer","text","headline","keywords","claim_date"
"http://data.gesis.org/claimskg/creative_work/2ee36009-134b-5dea-bec8-5cb53976ed7b","http://www.politifact.com/florida/statements/2011/mar/07/frederica-wilson/frederica-wilson-claims-credit-closing-garbage-pla/","Frederica Wilson","'We closed that plant down. It was a $27 million-dollar plant, operating full steam, and we closed it down.'","Rep. Frederica Wilson claims credit for closing down a garbage plant outside her school","Environment",2011-02-27
"http://data.gesis.org/claimskg/creative_work/01b7e11f-a9b7-5eac-82ba-89b7a02e2c0c","http://www.politifact.com/texas/statements/2017/oct/12/committee-austins-children-pac/claim-about-proposed-austin-school-bonds-silent-in/","Committee of Austin's Children PAC","Says a proposed $1.05 billion Austin school district bond proposition 'will require no tax rate increase.'","Claim about proposed Austin school bonds is silent on increased dollar costs to property taxpayers","Children,Debt",2017-09-24
"http://data.gesis.org/claimskg/creative_work/cc35e544-8bb4-54e7-ad0b-347a898a98f1","http://www.politifact.com/florida/statements/2014/jun/26/rick-scott/scott-ad-blames-crist-3000-teachers-laid/","Rick Scott","'Under Governor Crist, 3,000 teachers laid off.'","Scott ad blames Crist for '3,000 teachers laid off'","Stimulus,Jobs",2014-06-23
"http://data.gesis.org/claimskg/creative_work/9a17d90d-42dd-52a4-a13d-99b17e1cd710","http://www.politifact.com/new-hampshire/statements/2012/jun/01/kelly-ayotte/kelly-ayotte-claims-student-loan-change-government/","Kelly Ayotte","Says the Affordable Care Act was a federal takeover of the student loan industry and ‘profits’ on the loans go to help pay for the health care law.","Kelly Ayotte claims student loan change is 'government takeover' with profits pay for health care law","Federal Budget,Corrections and Updates",2012-05-08
"http://data.gesis.org/claimskg/creative_work/dc2cbbb3-bd57-5d11-88a3-5044854f3aa9","http://www.politifact.com/wisconsin/statements/2012/feb/13/david-clarke-jr/conservative-black-sheriff-says-milwaukee-blacks-h/","David A. Clarke Jr.","Says Milwaukee blacks have 55 percent male unemployment, 60 percent truancy, a 50 percent graduation rate, the 'worst' reading scores and 'lead' in infant mortality.","Conservative black sheriff says Milwaukee blacks have high unemployment, truancy, infant mortality; low graduation rate, reading scores","Children,Urban,Jobs",2012-01-23
"http://data.gesis.org/claimskg/creative_work/862b7e98-86b1-52b1-82bd-b9056fa9c9b5","http://www.politifact.com/ohio/statements/2018/sep/12/afscme-people/fact-checking-attack-mike-dewine-about-ecot-online/","AFSCME People","Says Mike DeWine took $40,000 from ECOT and 'did nothing while the online for-profit school lied about enrollment and took millions meant for our kids.'","Fact-checking attack on Mike DeWine about ECOT online school in Ohio","Legal Issues",2018-09-05
"http://data.gesis.org/claimskg/creative_work/44665778-bdff-53aa-b315-00fdfe15c95b","http://www.politifact.com/texas/statements/2015/apr/15/rick-perry/rick-perry-says-immigrant-tuition-law-made-sense-2/","Rick Perry","On in-state tuition for unauthorized immigrants.","Rick Perry says immigrant tuition law made sense in 2001 but he's got no position on repeal in 2015","State Finances,State Budget",2015-04-07
"http://data.gesis.org/claimskg/creative_work/385fac56-eb75-543e-9ae9-4f31129d12fd","http://www.politifact.com/virginia/statements/2011/aug/12/ken-plum/plum-says-virginia-shirking-school-funding-require/","Ken Plum","Virginia has a responsibility to fund 55 percent of public education and is paying just 41 percent.","Plum says Virginia is shirking school funding requirements","State Budget",2011-08-03
"http://data.gesis.org/claimskg/creative_work/466c5a48-704b-5953-802a-d3802165b858","http://www.politifact.com/virginia/statements/2013/jan/21/david-toscano/toscano-says-state-spending-student-down-2008/","David Toscano","Virginia 'spends less per student today than we did in 2008.'","Toscano says state spending per student is down from 2008","State Budget",2013-01-09
"http://data.gesis.org/claimskg/creative_work/31170f51-054b-5faf-b92c-26566298e1f3","http://www.politifact.com/truth-o-meter/statements/2011/dec/12/newt-gingrich/newt-ginrgich-says-new-york-city-starting-janitor-/","Newt Gingrich","In New York City, 'an entry level janitor gets paid twice as much as an entry level teacher.'","Newt Gingrich says that in New York City, starting janitor is paid twice as much as a starting teacher","Jobs,Labor",2011-12-10
"http://data.gesis.org/claimskg/creative_work/70ea4c5a-8864-5621-aadc-624e36e79f13","http://www.politifact.com/virginia/statements/2019/sep/24/sheila-bynum-coleman/contrary-bynum-coleman-cox-has-steadily-backed-tea/","Sheila Bynum-Coleman","Kirk 'Cox joined special interests to deny teachers raises.'","Contrary to Bynum-Coleman's ad , Cox has steadily backed teacher raises","Income",2019-09-05
"http://data.gesis.org/claimskg/creative_work/14e549de-5435-5e8c-ac03-5bdcc57bb09c","http://www.politifact.com/wisconsin/statements/2015/sep/09/hillary-clinton/scott-walker-rejected-bill-make-student-loan-payme/","Hillary Clinton","Says Scott Walker rejected legislation to make college loan payments tax deductible and the result was 'to raise taxes on students.'","Scott Walker rejected bill to make student loan payments tax deductible, Hillary Clinton says","Federal Budget,Debt",2015-08-11
"http://data.gesis.org/claimskg/creative_work/9f78b835-0f4a-58c3-baeb-a81c22fe9167","http://www.politifact.com/wisconsin/statements/2016/aug/18/donald-trump/hillary-clinton-want-millions-illegal-immigrants-t/","Donald Trump","Says Hillary Clinton is 'proposing to print instant work permits for millions of illegal immigrants to come in and take everybody's jobs, including low-income African-Americans.'","Donald Trump off in saying Hillary Clinton wants illegal immigrants to take U.S. jobs","Technology",2016-08-16
"http://data.gesis.org/claimskg/creative_work/302e8241-0fa9-56a5-9f39-5d66ba16df37","http://www.politifact.com/virginia/statements/2016/aug/02/dave-brat/dave-brat-education-committee-deciding-whats-going/","Dave Brat","'A few weeks ago, (the) education committee in Congress is deciding what’s going to be in your local salad bar.'","Dave Brat: Education Committee 'is deciding what's going to be in your local salad bar'","Regulation,Congress,Food Safety",2016-06-29
"http://data.gesis.org/claimskg/creative_work/9aff50be-29e1-5da9-8a21-7e6c122136c7","http://www.politifact.com/florida/statements/2015/mar/03/rick-scott/scott-calls-proposed-pupil-spending-historic/","Rick Scott","Education funding of $7,176 per student is a 'historic level.'","Rick Scott calls proposed per pupil spending 'historic'","State Budget",2015-03-03
"http://data.gesis.org/claimskg/creative_work/c7496c07-d7d6-5c87-86d9-a2721896f5ef","http://www.politifact.com/florida/statements/2010/apr/09/frederica-wilson/wilson-banned-dirty-dancing/","Frederica Wilson","Says she introduced a ban on 'dirty dancing.'","Frederica Wilson says she banned dirty dancing","Children,Candidate Biography,Pop Culture",2010-04-09
"http://data.gesis.org/claimskg/creative_work/68ccb9c7-6084-51ca-81b3-c6c4260bb3b5","http://www.politifact.com/virginia/statements/2012/jan/26/donald-mceachin/mceachin-says-gov-mcdonnells-budget-cuts-public-ed/","Donald McEachin","Gov. McDonnell's proposed budget 'is cutting' public education.","McEachin says Gov. McDonnell's budget cuts public education","County Budget,Pensions,State Budget,City Budget",2012-01-11
"http://data.gesis.org/claimskg/creative_work/efd0d0d7-006b-5ad7-9ef3-065c3af809ae","http://www.politifact.com/rhode-island/statements/2012/aug/30/anthony-gemma/anthony-gemma-says-when-us-rep-david-cicilline-was/","Anthony Gemma","Says that as Providence’s mayor, David Cicilline said the city had a 'world-class … school system. Not only did Providence not have a world-class school system but as measured, was amongst the last school system in the entire country.'","Anthony Gemma says that when U.S. Rep. David Cicilline was mayor of Providence, the city had """"amongst the last school system in the entire country.""""","Job Accomplishments",2012-08-28
"http://data.gesis.org/claimskg/creative_work/1846be23-cfff-5fc6-8c74-78662630d434","http://www.politifact.com/virginia/statements/2014/dec/22/jim-moran/jim-moran-says-college-coaches-are-highest-paid-pu/","Jim Moran","'We have a system now where in 40 states, the highest-paid public employee is the state university’s head football or basketball coach.'","Jim Moran says college coaches are the highest paid public employees in 40 states","Sports,State Budget",2014-11-22
"http://data.gesis.org/claimskg/creative_work/22ce958e-a2b0-5eca-aee6-603271486b57","http://www.politifact.com/oregon/statements/2013/may/31/oregon-pta/does-oregon-have-third-largest-class-size-nation/","Oregon PTA","Says, 'Oregon has the third largest class size in the nation.'","Does Oregon have the third-largest class size in the nation?","Children",2013-05-17
"http://data.gesis.org/claimskg/creative_work/9c52cd64-e57b-57b6-b457-5bbb71b0823b","http://www.politifact.com/texas/statements/2018/jan/10/julian-castro/julian-castro-daca-recipients-employed-school-mili/","Julián Castro","Says a 'recent analysis' showed that 91 percent of Deferred Action for Childhood Arrivals (DACA) recipients are employed, in school or serving in the military.","Julián Castro says nearly all DACA recipients employed, in school or serving in military","Jobs,Legal Issues",2017-10-29
"http://data.gesis.org/claimskg/creative_work/1abf4e2b-a435-5699-a5c1-7638d8809571","http://www.politifact.com/texas/statements/2017/jul/19/evan-smith/evan-smith-incorrectly-says-last-anglo-majority-te/","Evan Smith","'The last majority-Anglo high school class in Texas graduated in 2014.'","Evan Smith incorrectly says last Anglo-majority Texas high-school class graduated in 2014","Population,History",2017-07-10
"http://data.gesis.org/claimskg/creative_work/aa9e3c1e-0578-54ee-a053-51a8b2514415","http://www.politifact.com/truth-o-meter/statements/2013/dec/16/blog-posting/viral-post-claims-barack-obama-has-begun-nationwid/","Bloggers","School children can earn higher grades by studying Islam under a new 'nationwide Muslim outreach program' announced by President Barack Obama.","Viral post claims Barack Obama has begun a 'nationwide Muslim outreach program' for schoolkids","Islam",2013-12-07
"http://data.gesis.org/claimskg/creative_work/2e38c5e0-798a-5c76-a86b-d03b1deda2f2","http://www.politifact.com/texas/statements/2016/may/12/bill-mcraven/bill-mcraven-university-texas-says-ut-students-gra/","Bill McRaven","University of Texas undergraduate student debt 'is less than $21,000… probably one of the lowest debts across the nation.'","Bill McRaven of University of Texas says UT students graduate with less than $21,000 in debt","Debt",2016-01-21
"http://data.gesis.org/claimskg/creative_work/6d0b90d6-ae77-5752-8f74-d947d62b3920","http://www.politifact.com/truth-o-meter/statements/2018/may/24/nancy-pelosi/did-congress-recently-approve-16-billon-school-saf/","Nancy Pelosi","A recent spending bill had at least '$1.6 billion in there ... for schools to give them an opportunity to secure them.'","Did Congress approve $1.6 billon for school safety?","Guns,Federal Budget,Crime",2018-05-23
"http://data.gesis.org/claimskg/creative_work/2a7a6a34-7875-545b-aeb9-a2d66a08902f","http://www.politifact.com/illinois/statements/2019/jan/06/paul-vallas/vallas-claims-cps-healthier-under-his-watch/","Paul Vallas","'I took over the school district when it had a $1 billion structural deficit and left them with $1 billion in cash and 70,000 more students than they have today.'","Vallas claims CPS healthier under his watch","City Budget",2018-12-31
"http://data.gesis.org/claimskg/creative_work/7fa1f03f-0aba-530e-ba9b-367c6a1a33c6","http://www.politifact.com/truth-o-meter/statements/2014/aug/08/facebook-posts/1978-someone-minimum-wage-could-earn-enough-summer/","Facebook posts","'In 1978, a student who worked a minimum-wage summer job could afford to pay a year's full tuition at the 4-year public university of their choice.'","Could a minimum-wage earner in 1978 earn enough in a summer to pay a full year's tuition?","Income,Workers,Corrections and Updates",2014-08-07
"http://data.gesis.org/claimskg/creative_work/38933ed5-c903-5b77-b243-769012046f0a","http://www.politifact.com/wisconsin/statements/2018/aug/29/greater-wisconsin-political-fund/hitting-back-group-defends-dem-governor-candidate-/","Greater Wisconsin Committee","'When the law stopped Tony Evers from revoking a teacher's license for viewing pornography, Tony worked with lawmakers from both parties to change the law so offenders could be kicked out of the classroom.'","Hitting back, group defends Dem governor candidate Tony Evers in handling of teacher porn case","Children,Crime,Sexuality,Government regulation,Legal Issues",2018-08-20
"http://data.gesis.org/claimskg/creative_work/5587957b-e4e1-5cbb-b6a3-8497dc69dcf0","http://www.politifact.com/georgia/statements/2013/jun/17/angela-bean/common-core-opponent-goes-too-far-claim-about-data/","Angela Bean","A data system that goes along with Common Core is designed to collect up to 400 data points on each child, which can include personally identifiable data.","Common Core opponent goes too far with claim about data collection","Privacy",2013-06-01
"http://data.gesis.org/claimskg/creative_work/7f774e5f-c62b-550d-9a5e-4aa08f677460","http://www.politifact.com/new-jersey/statements/2013/sep/08/new-jersey-education-association/njea-ad-claims-politicians-cut-1-billion-education/","New Jersey Education Association","'Trenton politicians cut $1.3 billion from education.'","NJEA ad claims politicians cut more than $1 billion from education","State Finances,State Budget",2013-09-03
"http://data.gesis.org/claimskg/creative_work/653f0922-6506-5859-80c5-568561b8bd92","http://www.politifact.com/florida/statements/2017/mar/07/janet-cruz/how-much-does-florida-teacher-pay-lag-behind-natio/","Janet Cruz","'Florida pays our teachers $10,000 a year less than the national average.'","Florida teacher pay lags national average, just not quite by $10,000","Jobs",2017-03-07
"http://data.gesis.org/claimskg/creative_work/c9991948-9039-566c-accb-232372606d31","http://www.politifact.com/georgia/statements/2014/sep/24/republican-governors-association/attack-mostly-target-carter-opposed-education-fund/","Republican Governors Association","Jason Carter 'actually opposed more funding for education in the Senate.'","GOP attacks Carter on education votes in the Senate","State Budget",2014-09-23
"http://data.gesis.org/claimskg/creative_work/9382e2bf-0b35-5762-a45c-723fdbef0aab","http://www.politifact.com/new-jersey/statements/2013/may/09/chris-christie/new-chris-christie-tv-ad-touts-balanced-budgets-jo/","Chris Christie","'Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jersey’s best teachers, and the most education funding ever.'","New Chris Christie TV ad touts balanced budgets, job gains","State Finances,Job Accomplishments,Jobs,State Budget",2013-05-01
"http://data.gesis.org/claimskg/creative_work/3b430223-4d7e-503c-a6c7-73cd2155eb29","http://www.politifact.com/texas/statements/2013/apr/24/texas-association-school-boards/association-says-texas-ranks-49th-pupil-funding-am/","Texas Association of School Boards","'Texas ranks 49th in per-pupil funding among the states.'","Association says Texas ranks 49th in per-pupil funding among the states","State Finances,States,State Budget",2013-04-24
"http://data.gesis.org/claimskg/creative_work/7d6a9dc6-c3bc-5727-9748-9b9520c993a8","http://www.politifact.com/virginia/statements/2016/sep/19/republican-national-committee-republican/gop-makes-tricky-claim-tim-kaine-hiked-tuition-gov/","Republican National Committee","'Tim Kaine hiked tuition as governor, but now claims to champion affordability.'","GOP makes complicated claim that Tim Kaine 'hiked tuition' as governor","State Budget",2016-09-12
"http://data.gesis.org/claimskg/creative_work/7097e87f-3ae9-5b20-9533-129baf9e6abe","http://www.politifact.com/wisconsin/statements/2013/oct/24/sondy-pope/how-much-federal-government-involved-common-core-s/","Sondy Pope","Common Core 'is not from the federal government,' they 'do not have their fingerprints on this thing at all.'","How much is the federal government involved in the Common Core school standards?","Children,Federal Budget,Government regulation",2013-10-03
"http://data.gesis.org/claimskg/creative_work/70b4ba92-ac57-5b79-b408-c8184e8f6123","http://www.politifact.com/truth-o-meter/statements/2018/apr/23/bill-hightower/1700-families-generate-80-percent-crime-mobile-ala/","Bill Hightower","'In Mobile, it’s something like, 1,700 families generate 80 percent of the crime. We know who those families are.'","Do 1,700 families generate 80 percent of crime in Mobile, Alabama?","Crime",2018-04-18
"http://data.gesis.org/claimskg/creative_work/850d3916-0aae-5a3f-90dc-a58234daae09","http://www.politifact.com/texas/statements/2014/oct/29/dan-patrick/dan-patrick-says-leticia-van-de-putte-voted-stop-s/","Dan Patrick","Leticia Van de Putte 'voted to stop schools from removing teachers convicted of a felony.'","Dan Patrick says Leticia Van de Putte voted to stop schools from removing felons from classrooms","Crime,Criminal Justice",2014-10-22
"http://data.gesis.org/claimskg/creative_work/8d9b3513-3e42-5d57-9f8b-518a17b65661","http://www.politifact.com/missouri/statements/2019/apr/10/clif-smart/missouri-ranks-toward-bottom-higher-education-fund/","Clif Smart","'Missouri ranks 45th in the nation in per capita state fiscal support for higher education and Missouri State is last among Missouri schools.'","Missouri ranks toward the bottom of higher education funding","State Budget",2019-02-14
"http://data.gesis.org/claimskg/creative_work/63395780-bb7c-5652-b539-9c2ad91b3d59","http://www.politifact.com/truth-o-meter/statements/2010/sep/27/david-axelrod/david-axelrod-says-gop-pledge-would-cut-education-/","David Axelrod","The GOP's 'Pledge to America' includes 'a 20 percent cut ... for education. ... Eight million kids would have their college aid slashed under this budget.'","David Axelrod says GOP """"Pledge"""" would cut education by 20 percent, """"slash"""" student aid for 8 million","Federal Budget,This Week - ABC News",2010-09-26
"http://data.gesis.org/claimskg/creative_work/36253a43-c408-5a12-8a0b-c9eedd954c1a","http://www.politifact.com/florida/statements/2011/mar/09/rod-smith/democratic-party-chairman-rod-smith-says-rick-scot/","Rod Smith","Says Rick Scott's proposed budget 'would lay off 20,000 teachers.'","Democratic Party chairman Rod Smith says Rick Scott's budget would result in layoffs for 20,000 teachers","State Budget",2011-03-08
"http://data.gesis.org/claimskg/creative_work/86b57be8-3676-548e-80cd-7d768fe3ffae","http://www.politifact.com/new-jersey/statements/2011/jun/21/chris-christie/gov-chris-christie-says-he-doesnt-want-eliminate-t/","Chris Christie","'When the union says I want to eliminate tenure, that’s not true.'","Gov. Chris Christie says he doesn’t want to eliminate teacher tenure","Unions,State Budget",2011-04-29
"http://data.gesis.org/claimskg/creative_work/a8f7d9c9-13fe-502e-9130-1298729de823","http://www.politifact.com/florida/statements/2014/apr/03/rick-scott/charlie-crist-signed-automatic-15-percent-annual-t/","Rick Scott","'Charlie Crist signed into law an automatic 15 percent annual tuition increase that put college further out of reach for many Floridians.'","Charlie Crist signed 'an automatic 15 percent annual tuition increase,' Rick Scott's campaign says","State Budget",2014-03-26
"http://data.gesis.org/claimskg/creative_work/7998166c-2633-54d0-90e5-fc85a8bb4056","http://www.politifact.com/wisconsin/statements/2019/mar/13/wisconsin-assembly-republicans/republicans-botch-claim-comparing-tuition-immigran/","Wisconsin Assembly Republicans","In-state tuition available 'for non-U.S. citizens after three years … veterans have to wait five years.'","Republicans botch claim comparing tuition for immigrants, veterans","Veterans,State Budget",2019-03-12
"http://data.gesis.org/claimskg/creative_work/968fbfcc-28ca-5736-91f4-790888a6cb0e","http://www.politifact.com/truth-o-meter/statements/2009/feb/27/barack-obama/federal-government-yes-big-school-spending/","Barack Obama","'We are making the largest investment in education in our nation’s history.'","For the feds, yes, this is big school spending","Stimulus",2009-02-17
"http://data.gesis.org/claimskg/creative_work/42e878f5-e2e9-56db-aeab-9a849653f4dd","http://www.politifact.com/texas/statements/2014/jul/17/roberto-alonzo/latinos-not-yet-majority-texans/","Roberto Alonzo","'Latinos now make up the majority population in Texas.'","Latinos not (yet) majority of Texans","Population,States,Legal Issues",2014-07-16
"http://data.gesis.org/claimskg/creative_work/6d50d21b-b309-56b4-b06b-de1cd3a63468","http://www.politifact.com/texas/statements/2016/jan/29/paul-saldana/paul-saldana-says-texas-law-requires-high-school-r/","Paul Saldaña","A Texas law requires every high school to have a voter registrar 'and part of their responsibility is to make sure that when children become 18 and become eligible to vote, that they vote.'","Paul Saldaña says Texas law requires high school registrars to make eligible students vote","Elections",2016-01-13
"http://data.gesis.org/claimskg/creative_work/3bbbada1-dea8-5576-92d6-ca8447e82b55","http://www.politifact.com/wisconsin/statements/2014/aug/31/wisconsin-state-afl-cio/scott-walker-gave-10000-tax-break-millionaires-afl/","Wisconsin State AFL-CIO","'Scott Walker has given a $10,000 tax deduction to millionaires who send their kids to exclusive private schools.'","Scott Walker gave $10,000 private school tax break to millionaires, AFL-CIO says","Income,Wealth",2014-08-31
"http://data.gesis.org/claimskg/creative_work/614c96dc-77e3-5600-997d-4984932cb484","http://www.politifact.com/truth-o-meter/statements/2016/sep/29/chelsea-clinton/partial-credit-chelsea-clinton-gets-says-gary-john/","Chelsea Clinton","Says 'Gary Johnson and the Libertarian Party want to get rid of the public school system.'","Partial credit: Chelsea Clinton says Gary Johnson wants to eliminate public schools","Children,Families,Government regulation,History,Candidate Biography",2016-09-28
"http://data.gesis.org/claimskg/creative_work/19b68195-2ce2-543c-bb1e-dc7b3cd10b39","http://www.politifact.com/texas/statements/2011/may/27/joe-straus/speaker-straus-says-state-budget-deal-funds-nursin/","Joe Straus","Says state budget deal between Texas House and Senate leaders 'funds nursing homes, our public schools and universities and provides financial aid for college students.'","Speaker Straus says state budget deal """"funds nursing homes, our public schools and universities, and provides financial aid for college students""""","State Budget",2011-05-20
"http://data.gesis.org/claimskg/creative_work/36a6747d-055d-51f5-8e9e-42ff46d73061","http://www.politifact.com/tennessee/statements/2012/jun/10/lamar-alexander/sen-lamar-alexander-says-students-overcharged-loan/","Lamar Alexander","Says 'we are overcharging students . . . to help pay for the health care law.'","Sen. Lamar Alexander says students overcharged on loans to help pay for health care law","Congressional Rules,Federal Budget",2012-05-07
"http://data.gesis.org/claimskg/creative_work/030d6770-1ccc-59a7-b08b-678c6e79f7d9","http://www.politifact.com/wisconsin/statements/2011/sep/04/scott-walker/wisconsin-governor-scott-walker-says-tuition-recip/","Scott Walker","A new college tuition reciprocity agreement with Minnesota 'makes college education more affordable for Wisconsin residents.'","Wisconsin Gov. Scott Walker says a new tuition reciprocity deal with Minnesota makes college more affordable for Wisconsin residents","States,State Budget",2011-08-15
"http://data.gesis.org/claimskg/creative_work/46488be4-2d64-57c0-b08b-901a8b80ba4e","http://www.politifact.com/texas/statements/2011/mar/17/eddie-rodriguez/state-rep-eddie-rodriguez-says-colleges-and-univer/","Eddie Rodriguez","Says Texas colleges and universities may opt to allow guns on campuses.","State Rep. Eddie Rodriguez says colleges and universities can allow concealed handgun holders to bring their guns onto campus","Guns",2011-02-22
"http://data.gesis.org/claimskg/creative_work/0cd21d45-ce86-5e96-9e25-06fc06c4cf29","http://www.politifact.com/rhode-island/statements/2015/feb/15/sheila-resseger/educator-says-60000-new-york-parents-refused-let-t/","Sheila Resseger","'By spring 2014, parents of 60,000 students in New York state had refused to let them take the Common Core Tests.'","Educator says 60,000 New York parents refused to let their children take Common Core tests in 2014","Families",2015-01-10
"http://data.gesis.org/claimskg/creative_work/ee8e51da-2f21-515f-9f5b-a58f3d609c55","http://www.politifact.com/florida/statements/2014/nov/06/jeb-bush/jeb-bush-says-one-third-students-drop-out-or-arent/","Jeb Bush","'1/3 of our kids drop out (of high school), cannot go to college or start a career.'","Jeb Bush says one-third of students drop out and can't go on to college or a career","Corrections and Updates",2014-10-27
"http://data.gesis.org/claimskg/creative_work/ad1ca188-b258-5a9d-aaab-4d5c99dd19fa","http://www.politifact.com/florida/statements/2012/jul/30/gerard-robinson/florida-education-commissioner-says-fcats-equal-le/","Gerard Robinson","FCAT tests 'account for less than 1 percent of the instructional time provided during the year.'","Florida education commissioner says the FCAT takes up """"less than 1 percent of the instructional time"""" during the school year","Children,Corrections and Updates",2012-06-15
"http://data.gesis.org/claimskg/creative_work/d6eaf25d-61dc-55a8-a899-0656a2d7ad2b","http://www.politifact.com/truth-o-meter/statements/2018/mar/09/ted-cruz/did-obama-cut-300-million-school-safety-not-really/","Ted Cruz","'The Obama administration had cut $300 million from school safety.'","Did Obama cut $300 million for school safety? Not really","Guns,Corrections and Updates",2018-03-07
"http://data.gesis.org/claimskg/creative_work/ceddc661-cb4a-5ae0-828c-b8a0866fedaf","http://www.politifact.com/wisconsin/statements/2014/aug/13/ron-johnson/ron-johnson-affluent-taking-advantage-student-loan/","Ron Johnson","'Kids coming from an affluent background' are 'taking advantage of all these student loan programs and grants' while many middle-class families with no connection to college are picking up the tab.","Ron Johnson: Affluent taking advantage of student loans at expense of middle class families","Federal Budget",2014-05-28
"http://data.gesis.org/claimskg/creative_work/dd755043-12e0-5d95-a19a-f507c3966d61","http://www.politifact.com/oregon/statements/2013/mar/26/portland-public-schools/do-portland-public-schools-employees-pick-their-sh/","Portland Public Schools","Says 'PPS employees have paid their own PERS contributions for many years.'","Do Portland Public Schools employees pick up their share of PERS?","Workers,Unions,Pensions",2013-01-22
"http://data.gesis.org/claimskg/creative_work/e804f235-fc15-5c80-90fc-f2d0923f2d8c","http://www.politifact.com/oregon/statements/2011/feb/02/john-kitzhaber/john-kitzhaber-says-proposed-budget-represents-inc/","John Kitzhaber","Says his state budget will 'provide an increase in state funding
for the 2011-12 school year.'","John Kitzhaber says proposed budget represents increase in state funding for schools","State Budget",2011-01-25
"http://data.gesis.org/claimskg/creative_work/a93f306f-8e79-5a6b-b6dc-7e3648c436de","http://www.politifact.com/truth-o-meter/statements/2012/sep/18/mitt-romney/mitt-romney-says-50-percent-kids-coming-out-school/","Mitt Romney","'Fifty percent of kids coming out of school can't get a job.'","Mitt Romney says half of students can't get a job out of college","Jobs",2012-05-17
"http://data.gesis.org/claimskg/creative_work/cc37852a-88d9-5491-a0d4-029f767d362d","http://www.politifact.com/georgia/statements/2015/mar/13/associated-press/true-legislation-would-open-scholarship-program-le/","The Associated Press","Under legislation that has cleared the Georgia House, some children who are 'legal refugees' could obtain state scholarships to attend private schools.","True: Legislation would open scholarship program to legal refugees","Autism,Children,State Finances,Families,Disability,State Budget",2015-03-09
"http://data.gesis.org/claimskg/creative_work/e1646982-5a9d-5a8c-8c5b-2e036d30d5e5","http://www.politifact.com/vermont/statements/2019/jun/26/bernie-sanders/sanders-latest-claim-about-college-costs-only-appl/","Bernie Sanders","'Forty years ago, a federal Pell Grant paid for nearly 80% of tuition, fees, room and board at a four-year college.'","Sanders’ latest claim about college costs only applies to public universities","Debt",2019-06-24
"http://data.gesis.org/claimskg/creative_work/531c2a1b-ee93-5e2e-a66e-c76d96beb508","http://www.politifact.com/wisconsin/statements/2011/jul/20/club-growth/club-growth-wisconsin-ad-says-senate-recall-candid/","Club for Growth","Says state Senate recall challenger Sandy Pasch voted 'to cut school aid by nearly $300 million.'","Club for Growth Wisconsin ad says Senate recall candidate Sandy Pasch voted to cut school aid by $300 million","State Finances,State Budget",2011-07-05
"http://data.gesis.org/claimskg/creative_work/3f00f7d5-9387-5066-8671-b4d3eb9c291e","http://www.politifact.com/wisconsin/statements/2018/aug/06/tony-evers/tony-evers-figures-are-wrong-attack-scott-walker-o/","Tony Evers","'Since Scott Walker has been our governor, we’ve gone from 50 percent state funding for the' University of Wisconsin System 'to 15 percent.'","Tony Evers' figures are wrong in attack on Scott Walker over state funding of UW System","State government spending,State Budget",2018-07-22
"http://data.gesis.org/claimskg/creative_work/b9a5cd13-2fdd-590a-9896-12d2fda8b4d5","http://www.politifact.com/oregon/statements/2010/dec/15/mt-hood-community-college/mhcc-says-it-cant-afford-salaries-we-can-no-longer/","Mt. Hood Community College","Mt. Hood Community College is No. 1 on average and top faculty pay and benefits.","MHCC says it can't afford salaries """"far above the average of community colleges in Oregon, Washington and Idaho.”","Income",2010-12-09
"http://data.gesis.org/claimskg/creative_work/bb97e544-cb6b-5f31-a83c-b2f74fa612cd","http://www.politifact.com/rhode-island/statements/2012/feb/14/richard-licht/rhode-island-director-administration-richard-licht/","Richard Licht","'We aren't the only state cutting back on public television.'","Rhode Island director of administration Richard Licht says Rhode Island isn’t only state cutting back on spending for public television","State Budget",2012-02-05
"http://data.gesis.org/claimskg/creative_work/a9f0431b-3c27-5389-a4a1-67609780ccd3","http://www.politifact.com/wisconsin/statements/2013/apr/14/robin-vos/wisconsin-assembly-speaker-robin-vos-says-1-4-scho/","Robin Vos","'In 2012, 1 in 4 Wisconsin schools had a subpar score on the Department of Public Instruction’s recent report cards' and are 'failing' the children they serve.","Wisconsin Assembly Speaker Robin Vos says 1 in 4 schools in the state are failing on DPI report cards","State Budget",2013-04-05
"http://data.gesis.org/claimskg/creative_work/3d2f4a65-da1c-5335-9c75-4630f1faaaad","http://www.politifact.com/virginia/statements/2019/mar/26/terry-mcauliffe/mcauliffe-claim-record-k-12-spending-misleading/","Terry McAuliffe","During his governorship, Virginia made 'the largest investment ever in K-12 education.'","McAuliffe claim of record K-12 spending is misleading","State government spending",2019-01-24
"http://data.gesis.org/claimskg/creative_work/97af53cd-ac4c-552d-a2ae-736460c92736","http://www.politifact.com/texas/statements/2010/feb/19/kinky-friedman/kinky-friedman-says-texas-agriculture-commissioner/","Kinky Friedman","'The current (agriculture) commissioner allowed tainted beef to be sent to school cafeterias.'","Kinky Friedman says Texas agriculture commissioner allowed tainted beef to reach school cafeterias","Agriculture,Children",2010-02-12
